ID,start_date,year,month,receiver_country,initiator_country,cyber_conflict_issue,offline_conflict_issue_subcode,receiver_region
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Autonomy,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Territory,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Territory,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Territory,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Territory,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Territory,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Resources,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Resources,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Resources,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Resources,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Resources,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,International power,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,International power,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,International power,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,International power,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,International power,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Secession,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Secession,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Secession,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Secession,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Czech Republic,China,Secession,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,System / ideology,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,System / ideology,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,System / ideology,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,System / ideology,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,System / ideology,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Autonomy,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Autonomy,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Autonomy,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Autonomy,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Autonomy,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Territory,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Territory,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Territory,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Territory,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Territory,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Resources,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Resources,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Resources,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Resources,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Resources,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,International power,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,International power,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,International power,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,International power,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,International power,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Secession,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Secession,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Secession,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Secession,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,India,China,Secession,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,System / ideology,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,System / ideology,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,System / ideology,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,System / ideology,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,System / ideology,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Autonomy,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Autonomy,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Autonomy,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Autonomy,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Autonomy,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Territory,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Territory,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Territory,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Territory,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Territory,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Resources,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Resources,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Resources,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Resources,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Resources,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,International power,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,International power,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,International power,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,International power,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,International power,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Secession,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Secession,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Secession,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Secession,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,United States,China,Secession,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,System / ideology,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,System / ideology,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,System / ideology,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,System / ideology,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,System / ideology,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Autonomy,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Autonomy,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Autonomy,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Autonomy,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Autonomy,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Territory,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Territory,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Territory,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Territory,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Territory,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Resources,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Resources,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Resources,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Resources,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Resources,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,International power,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,International power,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,International power,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,International power,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,International power,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Secession,China (TaiwanÂ°),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Secession,China (Hong Kong),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Secession,Vietnam et al. – China (South China Sea),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Secession,China – USA,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
2484,2021-01-01,2021.0,1.0,Cambodia,China,Secession,China – India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'SCS', 'SEA', 'EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM']"
