ID,start_date,year,month,initiator_country,incident_type,receiver_country,receiver_category,receiver_category_subcode,receiver_region
1538,2021-06-01,2021.0,6.0,China,Data theft,Not available,Unknown,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Data theft,Not available,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Data theft,United States,State institutions / political system,Civil service / administration,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Data theft,United States,Critical infrastructure,Finance,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Data theft,United States,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Data theft,United States,Media,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Disruption,Europe (region),Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Disruption,India,Critical infrastructure,Defence industry,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Disruption,Japan,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Disruption,Brazil,Critical infrastructure,Health,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Disruption,Kazakhstan,Critical infrastructure,Finance,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Disruption,United States,Critical infrastructure,Finance,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Disruption,United States,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Disruption,Not available,Unknown,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Disruption,Not available,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Disruption,United States,State institutions / political system,Civil service / administration,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Disruption,United States,Critical infrastructure,Finance,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Disruption,United States,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Disruption,United States,Media,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Hijacking with Misuse,Europe (region),Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Hijacking with Misuse,India,Critical infrastructure,Defence industry,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Hijacking with Misuse,Japan,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Hijacking with Misuse,Brazil,Critical infrastructure,Health,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Hijacking with Misuse,Kazakhstan,Critical infrastructure,Finance,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Hijacking with Misuse,United States,Critical infrastructure,Finance,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Hijacking with Misuse,United States,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Hijacking with Misuse,Not available,Unknown,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Hijacking with Misuse,Not available,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Hijacking with Misuse,United States,State institutions / political system,Civil service / administration,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Hijacking with Misuse,United States,Critical infrastructure,Finance,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Hijacking with Misuse,United States,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Hijacking with Misuse,United States,Media,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Ransomware,Europe (region),Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Ransomware,India,Critical infrastructure,Defence industry,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Ransomware,Japan,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Ransomware,Brazil,Critical infrastructure,Health,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Ransomware,Kazakhstan,Critical infrastructure,Finance,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Ransomware,United States,Critical infrastructure,Finance,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Ransomware,United States,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Ransomware,Not available,Unknown,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Ransomware,Not available,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Ransomware,United States,State institutions / political system,Civil service / administration,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Ransomware,United States,Critical infrastructure,Finance,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Ransomware,United States,Corporate Targets,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1538,2021-06-01,2021.0,6.0,China,Ransomware,United States,Media,,"['NO_REGION', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'SOUTHAM', 'CSTO', 'NATO', 'NORTHAM']"
1539,2022-02-27,2022.0,2.0,Not available,Data theft,Middle East (region),State institutions / political system,Government / ministries,['NO_REGION']
1539,2022-02-27,2022.0,2.0,Not available,Data theft,Africa,Critical infrastructure,Finance,['NO_REGION']
1539,2022-02-27,2022.0,2.0,Not available,Hijacking with Misuse,Middle East (region),State institutions / political system,Government / ministries,['NO_REGION']
1539,2022-02-27,2022.0,2.0,Not available,Hijacking with Misuse,Africa,Critical infrastructure,Finance,['NO_REGION']
1542,2022-08-01,2022.0,8.0,Not available,Data theft,Global (region),Unknown,,['NO_REGION']
1542,2022-08-01,2022.0,8.0,Not available,Data theft,Global (region),Critical infrastructure,Not specified.,['NO_REGION']
1542,2022-08-01,2022.0,8.0,Not available,Hijacking with Misuse,Global (region),Unknown,,['NO_REGION']
1542,2022-08-01,2022.0,8.0,Not available,Hijacking with Misuse,Global (region),Critical infrastructure,Not specified.,['NO_REGION']
1543,2022-01-01,2022.0,1.0,Russia,Data theft,Russia,State institutions / political system,Government / ministries,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1543,2022-01-01,2022.0,1.0,Russia,Data theft,Russia,Corporate Targets,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1543,2022-01-01,2022.0,1.0,Russia,Ransomware,Russia,State institutions / political system,Government / ministries,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1543,2022-01-01,2022.0,1.0,Russia,Ransomware,Russia,Corporate Targets,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1544,2022-09-29,2022.0,9.0,Not available,Disruption,Brazil,State institutions / political system,Civil service / administration,['SOUTHAM']
1544,2022-09-29,2022.0,9.0,Not available,Hijacking with Misuse,Brazil,State institutions / political system,Civil service / administration,['SOUTHAM']
1546,2021-01-01,2021.0,1.0,Not available,Data theft,United Kingdom,Media,,"['EUROPE', 'NATO', 'NORTHEU']"
1546,2021-01-01,2021.0,1.0,Not available,Hijacking with Misuse,United Kingdom,Media,,"['EUROPE', 'NATO', 'NORTHEU']"
1553,2021-10-01,2021.0,10.0,"Korea, Democratic People's Republic of",Hijacking with Misuse,Netherlands,Critical infrastructure,Space,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1554,2022-04-11,2022.0,4.0,Not available,Data theft,Costa Rica,Critical infrastructure,Health,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Data theft,Costa Rica,State institutions / political system,Civil service / administration,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Data theft,Costa Rica,Critical infrastructure,Energy,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Data theft,Costa Rica,Unknown,,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Data theft,Costa Rica,State institutions / political system,Government / ministries,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Data theft,Costa Rica,State institutions / political system,Government / ministries,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Data theft,Costa Rica,Critical infrastructure,Not specified.,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Data theft,Costa Rica,State institutions / political system,Civil service / administration,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Data theft,Costa Rica,Critical infrastructure,Telecommunications,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Data theft,Costa Rica,State institutions / political system,Government / ministries,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Disruption,Costa Rica,Critical infrastructure,Health,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Disruption,Costa Rica,State institutions / political system,Civil service / administration,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Disruption,Costa Rica,Critical infrastructure,Energy,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Disruption,Costa Rica,Unknown,,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Disruption,Costa Rica,State institutions / political system,Government / ministries,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Disruption,Costa Rica,State institutions / political system,Government / ministries,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Disruption,Costa Rica,Critical infrastructure,Not specified.,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Disruption,Costa Rica,State institutions / political system,Civil service / administration,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Disruption,Costa Rica,Critical infrastructure,Telecommunications,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Disruption,Costa Rica,State institutions / political system,Government / ministries,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Hijacking with Misuse,Costa Rica,Critical infrastructure,Health,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Hijacking with Misuse,Costa Rica,State institutions / political system,Civil service / administration,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Hijacking with Misuse,Costa Rica,Critical infrastructure,Energy,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Hijacking with Misuse,Costa Rica,Unknown,,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Hijacking with Misuse,Costa Rica,State institutions / political system,Government / ministries,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Hijacking with Misuse,Costa Rica,State institutions / political system,Government / ministries,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Hijacking with Misuse,Costa Rica,Critical infrastructure,Not specified.,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Hijacking with Misuse,Costa Rica,State institutions / political system,Civil service / administration,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Hijacking with Misuse,Costa Rica,Critical infrastructure,Telecommunications,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Hijacking with Misuse,Costa Rica,State institutions / political system,Government / ministries,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Ransomware,Costa Rica,Critical infrastructure,Health,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Ransomware,Costa Rica,State institutions / political system,Civil service / administration,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Ransomware,Costa Rica,Critical infrastructure,Energy,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Ransomware,Costa Rica,Unknown,,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Ransomware,Costa Rica,State institutions / political system,Government / ministries,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Ransomware,Costa Rica,State institutions / political system,Government / ministries,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Ransomware,Costa Rica,Critical infrastructure,Not specified.,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Ransomware,Costa Rica,State institutions / political system,Civil service / administration,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Ransomware,Costa Rica,Critical infrastructure,Telecommunications,['CENTAM']
1554,2022-04-11,2022.0,4.0,Not available,Ransomware,Costa Rica,State institutions / political system,Government / ministries,['CENTAM']
1555,2021-12-20,2021.0,12.0,Russia,Disruption,United Kingdom,State institutions / political system,Civil service / administration,"['EUROPE', 'NATO', 'NORTHEU']"
1555,2021-12-20,2021.0,12.0,Russia,Hijacking with Misuse,United Kingdom,State institutions / political system,Civil service / administration,"['EUROPE', 'NATO', 'NORTHEU']"
1558,2021-01-01,2021.0,1.0,Not available,Data theft,United States,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM']"
1558,2021-01-01,2021.0,1.0,Not available,Hijacking with Misuse,United States,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Turkey,State institutions / political system,Military,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Turkey,Critical infrastructure,Telecommunications,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Turkey,Corporate Targets,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Turkey,Media,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Turkey,Science,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Egypt,State institutions / political system,Military,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Egypt,Critical infrastructure,Telecommunications,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Egypt,Corporate Targets,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Egypt,Media,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Egypt,Science,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Saudi Arabia,State institutions / political system,Military,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Saudi Arabia,Critical infrastructure,Telecommunications,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Saudi Arabia,Corporate Targets,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Saudi Arabia,Media,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Saudi Arabia,Science,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Lebanon,State institutions / political system,Military,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Lebanon,Critical infrastructure,Telecommunications,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Lebanon,Corporate Targets,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Lebanon,Media,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Lebanon,Science,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Kuwait,State institutions / political system,Military,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Kuwait,Critical infrastructure,Telecommunications,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Kuwait,Corporate Targets,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Kuwait,Media,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Kuwait,Science,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Jordan,State institutions / political system,Military,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Jordan,Critical infrastructure,Telecommunications,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Jordan,Corporate Targets,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Jordan,Media,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,Jordan,Science,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,United Arab Emirates,State institutions / political system,Military,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,United Arab Emirates,Critical infrastructure,Telecommunications,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,United Arab Emirates,Corporate Targets,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,United Arab Emirates,Media,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1562,2019-01-01,2019.0,1.0,Middle East (region),Hijacking without Misuse,United Arab Emirates,Science,,"['ASIA', 'NATO', 'MEA', 'MENA', 'AFRICA', 'NAF', 'GULFC']"
1563,2022-10-03,2022.0,10.0,Not available,Disruption,Colombia,State institutions / political system,Civil service / administration,['SOUTHAM']
1566,2022-05-17,2022.0,5.0,,Data theft,United States,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM']"
1567,2022-10-05,2022.0,10.0,Russia,Disruption,United States,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM']"
1567,2022-10-05,2022.0,10.0,Russia,Disruption,United States,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM']"
1567,2022-10-05,2022.0,10.0,Russia,Disruption,United States,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM']"
1569,2022-09-01,2022.0,9.0,Not available,Data theft & Doxing,Guatemala,State institutions / political system,Government / ministries,['CENTAM']
1569,2022-09-01,2022.0,9.0,Not available,Disruption,Guatemala,State institutions / political system,Government / ministries,['CENTAM']
1573,2022-10-10,2022.0,10.0,Russia,Disruption,United States,Critical infrastructure,Transportation,"['NATO', 'NORTHAM']"
1573,2022-10-10,2022.0,10.0,Russia,Disruption,United States,Critical infrastructure,Transportation,"['NATO', 'NORTHAM']"
1573,2022-10-10,2022.0,10.0,Russia,Disruption,United States,Critical infrastructure,Transportation,"['NATO', 'NORTHAM']"
1573,2022-10-10,2022.0,10.0,Russia,Disruption,United States,Critical infrastructure,Transportation,"['NATO', 'NORTHAM']"
1573,2022-10-10,2022.0,10.0,Russia,Disruption,United States,Critical infrastructure,Transportation,"['NATO', 'NORTHAM']"
1573,2022-10-10,2022.0,10.0,Russia,Disruption,United States,Critical infrastructure,Transportation,"['NATO', 'NORTHAM']"
1573,2022-10-10,2022.0,10.0,Russia,Disruption,United States,Critical infrastructure,Transportation,"['NATO', 'NORTHAM']"
1573,2022-10-10,2022.0,10.0,Russia,Disruption,United States,Critical infrastructure,Transportation,"['NATO', 'NORTHAM']"
1573,2022-10-10,2022.0,10.0,Russia,Disruption,United States,Critical infrastructure,Transportation,"['NATO', 'NORTHAM']"
1573,2022-10-10,2022.0,10.0,Russia,Disruption,United States,Critical infrastructure,Transportation,"['NATO', 'NORTHAM']"
1573,2022-10-10,2022.0,10.0,Russia,Disruption,United States,Critical infrastructure,Transportation,"['NATO', 'NORTHAM']"
1574,2022-10-08,2022.0,10.0,Not available,Disruption,"Iran, Islamic Republic of",Media,,"['ASIA', 'MENA', 'MEA']"
1580,2021-09-01,2021.0,9.0,Lebanon,Data theft,Israel,Unknown,,"['ASIA', 'MENA', 'MEA']"
1580,2021-09-01,2021.0,9.0,Lebanon,Data theft,Israel,State institutions / political system,Government / ministries,"['ASIA', 'MENA', 'MEA']"
1580,2021-09-01,2021.0,9.0,Lebanon,Data theft,Israel,Critical infrastructure,Finance,"['ASIA', 'MENA', 'MEA']"
